Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value,Low CI,High CI,Confidence Interval,Quartile range
2,Symptoms of Depressive Disorder,By State,California,California,13,Aug 19 - Aug 31,25.9,23.8,28.1,23.8 - 28.1,25.8-28.3
2,Symptoms of Depressive Disorder,By State,Colorado,Colorado,13,Aug 19 - Aug 31,24.5,21.8,27.4,21.8 - 27.4,23.9-25.7
2,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,13,Aug 19 - Aug 31,23.8,20.3,27.7,20.3 - 27.7,21.0-23.8
2,Symptoms of Depressive Disorder,By State,Delaware,Delaware,13,Aug 19 - Aug 31,20.1,16.5,24.2,16.5 - 24.2,15.2-20.9
2,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,13,Aug 19 - Aug 31,23.8,18.2,30.2,18.2 - 30.2,21.0-23.8
2,Symptoms of Depressive Disorder,By State,Florida,Florida,13,Aug 19 - Aug 31,27.8,25.4,30.3,25.4 - 30.3,25.8-28.3
2,Symptoms of Depressive Disorder,By State,Georgia,Georgia,13,Aug 19 - Aug 31,26.8,23.4,30.4,23.4 - 30.4,25.8-28.3
2,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,13,Aug 19 - Aug 31,22.8,18.8,27.2,18.8 - 27.2,21.0-23.8
2,Symptoms of Depressive Disorder,By State,Idaho,Idaho,13,Aug 19 - Aug 31,22.8,20.2,25.6,20.2 - 25.6,21.0-23.8
2,Symptoms of Depressive Disorder,By State,Illinois,Illinois,13,Aug 19 - Aug 31,23.5,20.6,26.6,20.6 - 26.6,21.0-23.8
2,Symptoms of Depressive Disorder,By State,Indiana,Indiana,13,Aug 19 - Aug 31,25.4,22.4,28.5,22.4 - 28.5,23.9-25.7
2,Symptoms of Depressive Disorder,By State,Iowa,Iowa,13,Aug 19 - Aug 31,20.0,16.9,23.4,16.9 - 23.4,15.2-20.9
2,Symptoms of Depressive Disorder,By State,Kansas,Kansas,13,Aug 19 - Aug 31,24.3,21.3,27.6,21.3 - 27.6,23.9-25.7
2,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,13,Aug 19 - Aug 31,27.9,24.4,31.7,24.4 - 31.7,25.8-28.3
2,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,13,Aug 19 - Aug 31,26.9,23.1,30.9,23.1 - 30.9,25.8-28.3
2,Symptoms of Depressive Disorder,By State,Maine,Maine,13,Aug 19 - Aug 31,23.8,19.9,28.0,19.9 - 28.0,21.0-23.8
2,Symptoms of Depressive Disorder,By State,Maryland,Maryland,13,Aug 19 - Aug 31,21.3,18.6,24.3,18.6 - 24.3,21.0-23.8
2,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,13,Aug 19 - Aug 31,22.3,20.1,24.7,20.1 - 24.7,21.0-23.8
2,Symptoms of Depressive Disorder,By State,Michigan,Michigan,13,Aug 19 - Aug 31,24.1,21.0,27.4,21.0 - 27.4,23.9-25.7
2,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,13,Aug 19 - Aug 31,18.3,15.9,20.9,15.9 - 20.9,15.2-20.9
2,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,13,Aug 19 - Aug 31,23.6,19.5,27.9,19.5 - 27.9,21.0-23.8
2,Symptoms of Depressive Disorder,By State,Missouri,Missouri,13,Aug 19 - Aug 31,23.7,20.9,26.7,20.9 - 26.7,21.0-23.8
2,Symptoms of Depressive Disorder,By State,Montana,Montana,13,Aug 19 - Aug 31,18.6,15.9,21.6,15.9 - 21.6,15.2-20.9
2,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,13,Aug 19 - Aug 31,20.9,18.0,24.1,18.0 - 24.1,15.2-20.9
2,Symptoms of Depressive Disorder,By State,Nevada,Nevada,13,Aug 19 - Aug 31,26.9,24.2,29.9,24.2 - 29.9,25.8-28.3
2,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,13,Aug 19 - Aug 31,19.8,15.3,24.9,15.3 - 24.9,15.2-20.9
2,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,13,Aug 19 - Aug 31,24.7,21.9,27.8,21.9 - 27.8,23.9-25.7
2,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,13,Aug 19 - Aug 31,27.8,24.1,31.8,24.1 - 31.8,25.8-28.3
2,Symptoms of Depressive Disorder,By State,New York,New York,13,Aug 19 - Aug 31,22.5,19.7,25.4,19.7 - 25.4,21.0-23.8
2,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,13,Aug 19 - Aug 31,20.5,17.1,24.3,17.1 - 24.3,15.2-20.9
2,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,13,Aug 19 - Aug 31,17.8,13.2,23.2,13.2 - 23.2,15.2-20.9
2,Symptoms of Depressive Disorder,By State,Ohio,Ohio,13,Aug 19 - Aug 31,24.9,22.2,27.9,22.2 - 27.9,23.9-25.7
2,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,13,Aug 19 - Aug 31,25.9,22.8,29.3,22.8 - 29.3,25.8-28.3
2,Symptoms of Depressive Disorder,By State,Oregon,Oregon,13,Aug 19 - Aug 31,26.1,23.1,29.3,23.1 - 29.3,25.8-28.3
2,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,13,Aug 19 - Aug 31,23.8,20.9,27.0,20.9 - 27.0,21.0-23.8
2,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,13,Aug 19 - Aug 31,19.2,15.7,23.1,15.7 - 23.1,15.2-20.9
2,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,13,Aug 19 - Aug 31,20.4,17.3,23.7,17.3 - 23.7,15.2-20.9
2,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,13,Aug 19 - Aug 31,15.2,11.3,19.8,11.3 - 19.8,15.2-20.9
2,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,13,Aug 19 - Aug 31,28.3,25.2,31.6,25.2 - 31.6,25.8-28.3
2,Symptoms of Depressive Disorder,By State,Texas,Texas,13,Aug 19 - Aug 31,25.7,23.4,28.2,23.4 - 28.2,23.9-25.7
2,Symptoms of Depressive Disorder,By State,Utah,Utah,13,Aug 19 - Aug 31,22.7,20.0,25.5,20.0 - 25.5,21.0-23.8
2,Symptoms of Depressive Disorder,By State,Vermont,Vermont,13,Aug 19 - Aug 31,19.5,15.9,23.4,15.9 - 23.4,15.2-20.9
2,Symptoms of Depressive Disorder,By State,Virginia,Virginia,13,Aug 19 - Aug 31,25.1,22.2,28.2,22.2 - 28.2,23.9-25.7
2,Symptoms of Depressive Disorder,By State,Washington,Washington,13,Aug 19 - Aug 31,23.6,21.3,26.1,21.3 - 26.1,21.0-23.8
2,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,13,Aug 19 - Aug 31,25.2,21.6,29.2,21.6 - 29.2,23.9-25.7
2,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,13,Aug 19 - Aug 31,20.2,17.7,23.0,17.7 - 23.0,15.2-20.9
2,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,13,Aug 19 - Aug 31,21.9,18.2,25.9,18.2 - 25.9,21.0-23.8
-1,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Gender,United States,Male,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Gender,United States,Female,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,1,July 22 - Aug 18,,,,,
2,Symptoms of Anxiety Disorder,National Estimate,United States,United States,13,Aug 19 - Aug 31,31.4,30.9,31.9,30.9 - 31.9,
2,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,13,Aug 19 - Aug 31,41.0,39.4,42.6,39.4 - 42.6,
2,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,13,Aug 19 - Aug 31,37.7,36.2,39.2,36.2 - 39.2,
2,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,13,Aug 19 - Aug 31,33.1,31.8,34.4,31.8 - 34.4,
2,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,13,Aug 19 - Aug 31,31.1,29.9,32.3,29.9 - 32.3,
2,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,13,Aug 19 - Aug 31,25.2,24.0,26.5,24.0 - 26.5,
2,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,13,Aug 19 - Aug 31,18.2,16.9,19.6,16.9 - 19.6,
2,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,13,Aug 19 - Aug 31,14.6,12.0,17.5,12.0 - 17.5,
2,Symptoms of Anxiety Disorder,By Gender,United States,Male,13,Aug 19 - Aug 31,26.4,25.5,27.3,25.5 - 27.3,
2,Symptoms of Anxiety Disorder,By Gender,United States,Female,13,Aug 19 - Aug 31,36.1,35.3,36.9,35.3 - 36.9,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,13,Aug 19 - Aug 31,33.3,31.3,35.5,31.3 - 35.5,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",13,Aug 19 - Aug 31,31.2,30.6,31.8,30.6 - 31.8,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",13,Aug 19 - Aug 31,30.8,28.9,32.7,28.9 - 32.7,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",13,Aug 19 - Aug 31,25.1,23.0,27.4,23.0 - 27.4,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",13,Aug 19 - Aug 31,37.1,34.6,39.7,34.6 - 39.7,
2,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,13,Aug 19 - Aug 31,35.4,32.1,38.8,32.1 - 38.8,
2,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,13,Aug 19 - Aug 31,30.1,28.8,31.3,28.8 - 31.3,
2,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,13,Aug 19 - Aug 31,34.2,33.3,35.0,33.3 - 35.0,
2,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,13,Aug 19 - Aug 31,29.1,28.5,29.7,28.5 - 29.7,
2,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,13,Aug 19 - Aug 31,30.6,26.8,34.5,26.8 - 34.5,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,13,Aug 19 - Aug 31,30.5,27.5,33.5,27.5 - 33.5,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,13,Aug 19 - Aug 31,30.4,27.6,33.4,27.6 - 33.4,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,13,Aug 19 - Aug 31,30.5,26.0,35.3,26.0 - 35.3,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,California,California,13,Aug 19 - Aug 31,32.4,30.0,34.9,30.0 - 34.9,30.7-33.3
2,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,13,Aug 19 - Aug 31,32.6,29.9,35.5,29.9 - 35.5,30.7-33.3
2,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,13,Aug 19 - Aug 31,33.9,29.8,38.1,29.8 - 38.1,33.4-37.1
2,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,13,Aug 19 - Aug 31,24.6,21.4,28.0,21.4 - 28.0,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,13,Aug 19 - Aug 31,30.6,25.5,36.0,25.5 - 36.0,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,Florida,Florida,13,Aug 19 - Aug 31,33.7,31.1,36.4,31.1 - 36.4,33.4-37.1
2,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,13,Aug 19 - Aug 31,31.3,28.3,34.5,28.3 - 34.5,30.7-33.3
2,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,13,Aug 19 - Aug 31,35.4,31.5,39.5,31.5 - 39.5,33.4-37.1
2,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,13,Aug 19 - Aug 31,28.7,26.0,31.5,26.0 - 31.5,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,13,Aug 19 - Aug 31,33.7,30.2,37.3,30.2 - 37.3,33.4-37.1
2,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,13,Aug 19 - Aug 31,32.0,29.2,35.0,29.2 - 35.0,30.7-33.3
2,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,13,Aug 19 - Aug 31,28.0,24.7,31.6,24.7 - 31.6,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,13,Aug 19 - Aug 31,32.0,28.9,35.1,28.9 - 35.1,30.7-33.3
2,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,13,Aug 19 - Aug 31,34.6,30.8,38.5,30.8 - 38.5,33.4-37.1
2,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,13,Aug 19 - Aug 31,37.1,33.2,41.1,33.2 - 41.1,33.4-37.1
2,Symptoms of Anxiety Disorder,By State,Maine,Maine,13,Aug 19 - Aug 31,34.9,30.4,39.6,30.4 - 39.6,33.4-37.1
2,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,13,Aug 19 - Aug 31,30.9,28.2,33.7,28.2 - 33.7,30.7-33.3
2,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,13,Aug 19 - Aug 31,31.5,28.8,34.2,28.8 - 34.2,30.7-33.3
2,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,13,Aug 19 - Aug 31,30.6,27.8,33.5,27.8 - 33.5,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,13,Aug 19 - Aug 31,28.6,26.2,31.1,26.2 - 31.1,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,13,Aug 19 - Aug 31,27.7,23.9,31.8,23.9 - 31.8,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,13,Aug 19 - Aug 31,27.8,24.8,31.0,24.8 - 31.0,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,Montana,Montana,13,Aug 19 - Aug 31,27.9,23.9,32.2,23.9 - 32.2,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,13,Aug 19 - Aug 31,28.0,24.5,31.7,24.5 - 31.7,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,13,Aug 19 - Aug 31,35.2,32.0,38.5,32.0 - 38.5,33.4-37.1
2,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,13,Aug 19 - Aug 31,28.4,24.0,33.1,24.0 - 33.1,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,13,Aug 19 - Aug 31,33.3,30.4,36.4,30.4 - 36.4,30.7-33.3
2,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,13,Aug 19 - Aug 31,35.2,31.8,38.8,31.8 - 38.8,33.4-37.1
2,Symptoms of Anxiety Disorder,By State,New York,New York,13,Aug 19 - Aug 31,29.9,26.9,33.1,26.9 - 33.1,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,13,Aug 19 - Aug 31,28.4,24.9,32.0,24.9 - 32.0,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,13,Aug 19 - Aug 31,26.4,22.3,30.8,22.3 - 30.8,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,13,Aug 19 - Aug 31,31.7,28.7,34.8,28.7 - 34.8,30.7-33.3
2,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,13,Aug 19 - Aug 31,34.0,30.4,37.6,30.4 - 37.6,33.4-37.1
2,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,13,Aug 19 - Aug 31,34.8,31.8,37.9,31.8 - 37.9,33.4-37.1
2,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,13,Aug 19 - Aug 31,31.0,27.7,34.5,27.7 - 34.5,30.7-33.3
2,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,13,Aug 19 - Aug 31,29.9,26.3,33.7,26.3 - 33.7,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,13,Aug 19 - Aug 31,24.5,21.3,28.0,21.3 - 28.0,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,13,Aug 19 - Aug 31,20.9,16.4,26.0,16.4 - 26.0,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,13,Aug 19 - Aug 31,34.8,31.1,38.6,31.1 - 38.6,33.4-37.1
2,Symptoms of Anxiety Disorder,By State,Texas,Texas,13,Aug 19 - Aug 31,31.1,28.7,33.5,28.7 - 33.5,30.7-33.3
2,Symptoms of Anxiety Disorder,By State,Utah,Utah,13,Aug 19 - Aug 31,30.4,27.8,33.1,27.8 - 33.1,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,13,Aug 19 - Aug 31,28.0,23.5,32.9,23.5 - 32.9,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,13,Aug 19 - Aug 31,30.5,27.2,33.9,27.2 - 33.9,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,Washington,Washington,13,Aug 19 - Aug 31,32.7,30.4,35.2,30.4 - 35.2,30.7-33.3
2,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,13,Aug 19 - Aug 31,29.0,24.9,33.5,24.9 - 33.5,28.5-30.6
2,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,13,Aug 19 - Aug 31,25.2,22.0,28.6,22.0 - 28.6,20.9-28.4
2,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,13,Aug 19 - Aug 31,32.8,28.0,37.9,28.0 - 37.9,30.7-33.3
-1,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,1,July 22 - Aug 18,,,,,
-1,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,1,July 22 - Aug 18,,,,,
2,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,13,Aug 19 - Aug 31,36.4,35.9,36.9,35.9 - 36.9,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,13,Aug 19 - Aug 31,49.0,47.5,50.5,47.5 - 50.5,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,13,Aug 19 - Aug 31,42.5,40.8,44.1,40.8 - 44.1,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,13,Aug 19 - Aug 31,37.6,36.3,39.0,36.3 - 39.0,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,13,Aug 19 - Aug 31,34.9,33.6,36.3,33.6 - 36.3,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,13,Aug 19 - Aug 31,29.3,28.0,30.6,28.0 - 30.6,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,13,Aug 19 - Aug 31,23.2,21.6,25.0,21.6 - 25.0,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,13,Aug 19 - Aug 31,19.4,16.3,22.9,16.3 - 22.9,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,13,Aug 19 - Aug 31,31.8,30.8,32.8,30.8 - 32.8,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,13,Aug 19 - Aug 31,40.7,39.9,41.5,39.9 - 41.5,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,13,Aug 19 - Aug 31,40.2,38.0,42.3,38.0 - 42.3,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",13,Aug 19 - Aug 31,35.4,34.8,35.9,34.8 - 35.9,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",13,Aug 19 - Aug 31,37.7,35.7,39.8,35.7 - 39.8,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",13,Aug 19 - Aug 31,30.5,28.2,32.8,28.2 - 32.8,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",13,Aug 19 - Aug 31,43.1,40.2,46.1,40.2 - 46.1,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,13,Aug 19 - Aug 31,41.8,38.4,45.2,38.4 - 45.2,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,13,Aug 19 - Aug 31,36.3,35.0,37.7,35.0 - 37.7,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,13,Aug 19 - Aug 31,39.4,38.5,40.3,38.5 - 40.3,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,13,Aug 19 - Aug 31,32.4,31.7,33.0,31.7 - 33.0,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,13,Aug 19 - Aug 31,37.2,33.2,41.3,33.2 - 41.3,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,13,Aug 19 - Aug 31,34.8,32.0,37.8,32.0 - 37.8,33.3-35.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,13,Aug 19 - Aug 31,35.1,31.9,38.3,31.9 - 38.3,33.3-35.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,13,Aug 19 - Aug 31,35.3,31.0,39.7,31.0 - 39.7,33.3-35.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,13,Aug 19 - Aug 31,38.0,35.2,40.7,35.2 - 40.7,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,13,Aug 19 - Aug 31,37.6,34.2,41.0,34.2 - 41.0,35.7-38.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,13,Aug 19 - Aug 31,38.8,34.4,43.4,34.4 - 43.4,38.3-40.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,13,Aug 19 - Aug 31,30.5,26.4,34.8,26.4 - 34.8,24.2-33.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,13,Aug 19 - Aug 31,35.3,29.6,41.5,29.6 - 41.5,33.3-35.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,13,Aug 19 - Aug 31,39.4,36.7,42.1,36.7 - 42.1,38.3-40.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,13,Aug 19 - Aug 31,38.7,35.5,42.0,35.5 - 42.0,38.3-40.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,13,Aug 19 - Aug 31,40.0,35.4,44.7,35.4 - 44.7,38.3-40.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,13,Aug 19 - Aug 31,32.6,29.7,35.5,29.7 - 35.5,24.2-33.2
